"unique_ID","English","French","Spanish"
"other_farmEnterprises","Please specify:","Précisez :","Especifique:"
"other_perceivedThreats","Please specify:","Précisez :","Especifique:"
"other_role_A3","Please specify:","Précisez :","Especifique:"
"page0_info1","No personal data (surname, first name, e-mail address, IP address, etc.) will be collected in a mandatory manner. If you choose to enter your email address in order to be contacted again for the follow-up of the study, this remains entirely optional and is based on your free and informed consent.","Aucune donnée personnelle (nom, prénom, adresse e-mail, adresse IP, etc.) ne sera collectée de manière obligatoire. Si vous choisissez de renseigner votre adresse e-mail afin d’être recontacté(e) pour le suivi de l’étude, cela reste entièrement facultatif et repose sur votre consentement libre et éclairé.","No se recogerá ningún dato personal (apellidos, nombre, dirección de correo electrónico, dirección IP, etc.) de forma obligatoria. Si decide introducir su dirección de correo electrónico para volver a ser contactado para el seguimiento del estudio, esto sigue siendo totalmente opcional y se basa en su consentimiento libre e informado."
"page0_info2","All responses provided in this questionnaire are strictly anonymous.","Toutes les réponses fournies dans ce questionnaire sont strictement anonymes.","Todas las respuestas proporcionadas en este cuestionario son estrictamente anónimas."
"page0_info3","Your participation is free, voluntary and without any obligation.","Votre participation est libre, volontaire et sans aucune obligation.","Tu participación es gratuita, voluntaria y sin ningún compromiso."
"page0_info4","You have the right to refuse to participate or to withdraw from this study at any time, without having to give any reason and without any consequences. You also have the right to be informed about the objectives of the study and the use of the data collected.","Vous avez le droit de refuser de participer ou de vous retirer de cette étude à tout moment, sans avoir à vous justifier et sans aucune conséquence. Vous avez également le droit d’être informé(e) sur les objectifs de l’étude et l’utilisation des données recueillies.","Tiene derecho a negarse a participar o a retirarse de este estudio en cualquier momento, sin tener que dar ninguna razón y sin ninguna consecuencia. También tiene derecho a ser informado sobre los objetivos del estudio y el uso de los datos recopilados."
"page0_info5","No personal identifiers or technical information (such as IP addresses) will be collected. The data collected is hosted on GDPR-compliant servers.","Aucun identifiant personnel ni information technique (comme l’adresse IP) ne sera collecté. Les données recueillies sont hébergées sur des serveurs conformes au RGPD.","No se recopilarán identificadores personales ni información técnica (como direcciones IP). Los datos recopilados se alojan en servidores que cumplen con el RGPD."
"page0_info6","The data collected in this study is strictly anonymised.


They may be kept for a maximum period of 5 years after the end of the study, exclusively for the purposes of analysis, verification of results and scientific archiving, in accordance with the recommendations of the CNIL.","Les données recueillies dans le cadre de cette étude sont strictement anonymisées.


Elles pourront être conservées pendant une durée maximale de 5 ans après la fin de l’étude, exclusivement à des fins d’analyse, de vérification des résultats et d’archivage scientifique, conformément aux recommandations de la CNIL.","Los datos recopilados en este estudio son estrictamente anónimos.


Podrán conservarse durante un período máximo de 5 años tras la finalización del estudio, exclusivamente con fines de análisis, verificación de resultados y archivo científico, de acuerdo con las recomendaciones de la CNIL."
"page0_info7","Your answers to the questions asked are used by the study team of the Équipe Sécurité Défense Renseignement (ESDR3C) laboratory of the CNAM in Paris and its partner (the University of Sydney, Soil Security Laboratory).","Vos réponses aux questions posées sont exploitées par l’équipe de l’étude du laboratoire Equipe Sécurité Défense Renseignement (ESDR3C) du CNAM de Paris et son partenaire (l’Université de Sydney, laboratoire Sécurisation des sols (soil security).","Sus respuestas a las preguntas formuladas son utilizadas por el equipo de estudio del laboratorio Équipe Sécurité Défense Renseignement (ESDR3C) del CNAM en París y su socio (la Universidad de Sydney, Laboratorio de Seguridad del Suelo)."
"page0_info8","Thank you for contributing to this research","Merci de contribuer à cette recherche","¡Gracias por contribuir a esta investigación"
"page0_intro_header","Welcome to this study dedicated to farmers","Bienvenue dans cette étude dédiée aux agriculteurs et agricultrices","Bienvenidos a este estudio dedicado a los funcionarios electos, a los empleados del servicio público territorial, así como al personal administrativo y técnico."
"page0_intro_header2","Consent to participation – Information about your data","Consentement à la participation – Informations sur vos données","Consentimiento para la participación – Información sobre sus datos"
"page0_intro_header3","Objectives of the study:","Objectifs de l’étude:","Objetivos del estudio:"
"page0_intro_header4","As part of this study, we inform you that:","Dans le cadre de cette étude, nous vous informons que :","Como parte de este estudio, les informamos que:"
"page0_intro_text","As part of the European directive on soil monitoring, the Security, Defence and Intelligence team (ESDR3C) of the CNAM in Paris is conducting a study to better understand soils in Europe, as well as the way they are perceived and known by everyone. Thus, all the actors directly or indirectly linked to the soil were invited to carry out this study. It is neither a performance test nor an evaluation, but a valuable contribution to research. This approach aims to explore our relationship with the soil, as well as the role that the world of security could play in it — for example, in the prevention of conflicts related to land use, the protection of sensitive areas or in the agricultural field. Your responses are collected strictly anonymously. To ensure the scientific relevance of the study, however, it is essential to enter the GPS coordinates of the soil you are referring to.  At the end, you will receive a preview reflecting your connection to the ground. This overview may be useful if you learn more about soils in the future and choose to do the study again: it will give you a point of comparison to follow your evolution over time.","Dans le cadre de la directive européenne sur la surveillance des sols, l’équipe Sécurité Défense et Renseignement (ESDR3C) du CNAM à Paris mène une étude pour mieux comprendre les sols en Europe, ainsi que la manière dont ils sont perçus et connus par chacun. Ainsi, l’ensemble des acteurs en lien de près ou de loin avec le sol ont été invités à réaliser cette étude. Il ne s’agit ni d’un test de performance, ni d’une évaluation, mais d’une contribution précieuse à la recherche. Cette démarche vise à explorer notre relation au sol, ainsi que le rôle que le monde de la sécurité pourrait y jouer — par exemple en matière de prévention des conflits liés à l’usage des sols, de protection des zones sensibles ou encore dans le domaine agricole. Vos réponses sont recueillies de manière strictement anonyme. Pour garantir la pertinence scientifique de l’étude, la saisie des coordonnées GPS du sol auquel vous faites référence est toutefois essentielle.  A la fin, vous recevrez un aperçu reflétant votre lien au sol. Cet aperçu pourra vous être utile si, à l’avenir, vous approfondissez vos connaissances sur les sols et choisissez de refaire l’étude : il vous offrira un point de comparaison pour suivre votre évolution dans le temps.","En el marco de la directiva europea sobre monitorización de suelos, el equipo de Seguridad, Defensa e Inteligencia (ESDR3C) del CNAM en París está llevando a cabo un estudio para comprender mejor los suelos en Europa, así como la forma en que son percibidos y conocidos por todos. Así, se invitó a todos los actores vinculados directa o indirectamente con el suelo a realizar este estudio. No se trata de una prueba de rendimiento ni de una evaluación, sino de una valiosa contribución a la investigación. Este enfoque tiene como objetivo explorar nuestra relación con el suelo, así como el papel que el mundo de la seguridad podría desempeñar en él, por ejemplo, en la prevención de conflictos relacionados con el uso de la tierra, la protección de áreas sensibles o en el campo agrícola. Sus respuestas se recopilan de forma estrictamente anónima. Sin embargo, para garantizar la relevancia científica del estudio, es esencial introducir las coordenadas GPS del suelo al que se refiere.  Al final, recibirá una vista previa que refleja su conexión con el suelo. Esta visión general puede ser útil si aprendes más sobre los suelos en el futuro y decides volver a hacer el estudio: te dará un punto de comparación para seguir tu evolución a lo largo del tiempo."
"perceivedThreats_A1","Erosion","Erosion","Erosión"
"perceivedThreats_A2","Acidification","Acidification","Acidificación"
"perceivedThreats_A3","Structural decline (e.g., compaction)","Déclin de la structure (par ex, compaction)","Deterioro de la estructura del suelo (por ej., compactació"
"perceivedThreats_A4","Loss of soil carbon","Perte de carbone dans le sol","Pérdida de carbono en el suelo"
"perceivedThreats_A5","Salinization","Salinisation","Salinización"
"perceivedThreats_A6","Loss of habitat/degradation of soil biology","Perte d'habitat/dégradation biologie du sol","Pérdida de hábitat / degradación de la biología del suelo"
"perceivedThreats_A7","Soil pollution","Pollution des sols","Contaminación del suelo"
"perceivedThreats_A8","Land artificialization","Artificialisation des terres","Artificialización de las tierras"
"perceivedThreats_A9","Others (specify)","Autre (précisez)","Otro (especifique)"
"perceivedThreats_Q","On your farm(s), do you encounter any of the following difficulties?","Sur votre ferme(s), rencontrez-vous l'une des difficultés suivantes ?","En su(s) finca(s), ¿se enfrenta a alguna de las siguientes dificultades?"
"PRESENTATION_header","PRESENTATION","PRÉSENTATION","PRESENTACIÓN"
"PRESENTATION_intro_text","As part of this study, the first questions aim to better identify the professional category of respondents — specifically, whether they work in the agricultural sector and what their main occupation or activity is. This information helps to contextualise the responses and tailor the analysis to different professional realities.","Dans le cadre de cette étude, les premières questions ont pour but de mieux situer la catégorie professionnelle des répondants. Il s’agit notamment de savoir s’ils travaillent dans le secteur agricole ou non, ainsi que de connaître leur profession ou activité principale. 


Ces éléments permettent de contextualiser les réponses et d’adapter l’analyse en fonction des réalités professionnelles.","En el marco de este estudio, las primeras preguntas tienen como objetivo identificar mejor la categoría profesional de los encuestados, en particular si trabajan en el sector agrícola y cuál es su ocupación o actividad principal. Esta información permite contextualizar las respuestas y adaptar el análisis a las distintas realidades profesionales."
"receive_results_A1","YES","OUI","SÍ"
"receive_results_A2","NO","NON","NO"
"receive_results_email","If yes, you can enter your email address below. (Optional)","Si oui, vous pouvez indiquer votre adresse e-mail ci-dessous. (Facultatif)","Si es así, puede indicar su correo electrónico a continuación. (Opcional)"
"receive_results_privacy","Your contact details will be stored securely and separately from your answers.","Vos coordonnées seront conservées de manière sécurisée et séparées de vos réponses.","Sus datos de contacto se guardarán de manera segura y separada de sus respuestas."
"receive_results_Q","Would you like to receive results or be contacted for future studies?","Souhaitez-vous recevoir les résultats ou être contacté·e pour de futures études ?","¿Desea recibir los resultados o ser contactado/a para futuros estudios?"
"responses_saved_text","Your responses have been saved. Thank you for participating!","Vos réponses ont été enregistrées. Merci de votre participation !","Sus respuestas han sido guardadas. ¡Gracias por participar!"
"restartApp","Retake the questionnaire","Refaire le questionnaire","Volver a hacer el cuestionario"
"role_A1","Farmer","Agriculteur","Agricultor"
"role_A2","Others","Autres","Otros"
"role_Q","What is your job?","Quel est votre rôle ? (Sélectionnez)","¿Cuál es su función?"
"S_approach_A1","I don’t know if salinity is a problem in my fields.","Je ne sais pas si la salinité est un problème dans mes parcelles.","No sé si la salinidad es un problema en mis parcelas."
"S_approach_A2","I only assess salinity if it is a known issue in my agricultural fields","J’évalue la salinité uniquement si c'est un problème connu dans mes parcelles agricoles.","Evalúo la salinidad únicamente si es un problema conocido en mis parcelas agrícolas."
"S_approach_A3","We grow a range of perennial crops/pastures, especially in areas where salinity is a known issue.","Nous cultivons une gamme de cultures/pâturages pérennes, en particulier dans les zones où la salinité est un problème connu.","Cultivamos una variedad de cultivos/pastos perennes, especialmente en las zonas donde la salinidad es un problema conocido."
"S_approach_A4","We monitor salts in irrigation water and use technologies such as electromagnetic and biomass maps to identify sampling points in order to track salinisation.","Nous surveillons les sels dans l'eau d'irrigation et nous utilisons des technologies telles que les cartes électromagnétiques et de biomasse pour localiser les points d'échantillonnage afin de surveiller la salinisation.","Monitoreamos las sales en el agua de riego y utilizamos tecnologías como los mapas electromagnéticos y de biomasa para localizar los puntos de muestreo y así vigilar la salinización."
"S_approach_Q","Which statement best describes your practice or approach? (Select only one option)","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)","¿Cuál enunciado describe mejor su práctica o enfoque? (Seleccione solo una opción)"
"S_K_A1","The accumulation of sodium, calcium, magnesium, and/or potassium in the soil causes salinization.","L'accumulation de sodium, calcium, magnésium et/ou potassium dans le sol provoque la salinisation.","La acumulación de sodio, calcio, magnesio y/o potasio en el suelo provoca la salinización."
"S_K_A2","Applications of saline irrigation water or high doses of fertilisers, lime, or gypsum (calcium sulfate) can cause salinisation in the root zone.","Les applications d'eau d'irrigation salée ou de doses élevées d'engrais, de chaux ou de gypse (sulfate de calcium) peuvent provoquer la salinisation dans la zone racinaire.","La aplicación de agua de riego salina o de altas dosis de fertilizantes, cal o yeso (sulfato de calcio) puede provocar la salinización en la zona radicular."
"S_K_A3","Plant growth in saline soil is limited by reduced water uptake by the roots and increased sodium chloride concentration in the plant.","La croissance des plantes dans un sol salin est limitée par la réduction de l'absorption d'eau par les racines et l'augmentation de la concentration de chlorure de sodium dans la plante.","El crecimiento de las plantas en un suelo salino se ve limitado por la reducción de la absorción de agua por las raíces y el aumento de la concentración de cloruro de sodio en la planta."
"S_K_A4","Increased soil salinity can reduce the accuracy of soil moisture sensors.","L'augmentation de la salinité du sol peut nuire à la précision des capteurs d'humidité du sol.","El aumento de la salinidad del suelo puede afectar la precisión de los sensores de humedad del suelo."
"S_K_A5","I am familiar with all of these concepts.","Je suis familier avec tous ces concepts.","Estoy familiarizado con todos estos conceptos."
"S_K_header","SECTION: SALINISATION","SECTION SALINISATION","SECCIÓN: SALINIZACIÓN"
"S_K_Q","Select all NEW concepts (Select all that apply)","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)","Seleccione todos los conceptos NUEVOS (Marque todas las opciones que correspondan)"
"S_opinion_A1","I do not consider salinity to be a limiting factor in production","Je ne considère pas la salinité comme un facteur limitant de la production.","No considero la salinidad como un factor limitante de la producción."
"S_opinion_A2","I am concerned that my farming practices will lead to soil salinization, but I do not know the solution","Je suis préoccupé par le fait que mes pratiques agricoles entraîneront la salinisation du sol, mais je ne connais pas la solution.","Estoy preocupado de que mis prácticas agrícolas causen la salinización del suelo, pero no sé la solución."
"S_opinion_A3","As my production increases, I pay more attention to monitoring changes in soil salinity.","À mesure que ma production augmente, je porte plus d'attention à la surveillance des changements dans la salinité du sol.","A medida que aumenta mi producción, presto más atención a la vigilancia de los cambios en la salinidad del suelo."
"S_opinion_A4","I participate in awareness and training programs to learn how to better manage the risks of salinization in my fields.","Je participe à des programmes de sensibilisation et de formation pour apprendre à mieux gérer les risques de la salinisation dans mes parcelles.","Participo en programas de concienciación y formación para aprender a gestionar mejor los riesgos de la salinización en mis parcelas."
"S_opinion_Q","Which statement best describes your opinion? (Please select only one option)","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)","¿Cuál afirmación describe mejor su opinión? (Seleccione solo una opción)"
"SD_approach","Which statement best describes your practice or approach? (Select only one option)","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)","¿Cuál enunciado describe mejor su práctica o enfoque? (Seleccione solo una opción)"
"SD_approach_A1","I do not take changes in soil structure into account.","Je ne prends pas en compte les changements dans la structure du sol.","No tengo en cuenta los cambios en la estructura del suelo."
"SD_approach_A2","I use poor root growth and deformed root shapes as indicators of subsoil compaction (hardpan).","Je me sers de la mauvaise croissance des racines et de leur forme déformée comme indicateurs de la compaction du sous-sol (couche dure).","Utilizo el mal desarrollo de las raíces y su forma deformada como indicadores de compactación del subsuelo (capa dura)."
"SD_approach_A3","I implement rotational grazing and/or machinery practices designed to minimise soil compaction.","Je mets en place des pratiques de pâturage rotatif et/ou de machinerie qui sont conçues pour minimiser la compaction du sol.","Aplico prácticas de pastoreo rotativo y/o manejo de maquinaria diseñadas para minimizar la compactación del suelo."
"SD_approach_A4","I have evaluated the structure of my soil by digging pits or sending samples to a laboratory for analysis.","J'ai évalué la structure du sol de mon sol en creusant des fosses ou en envoyant des échantillons pour analyse dans un laboratoire.","He evaluado la estructura de mi suelo excavando fosas o enviando muestras a un laboratorio para su análisis."
"SD_K_A1","A poorly structured soil lacks the pores needed to retain the air and water essential for proper root growth and soil organism activity.","Un sol mal structuré manque de pores pour retenir l'air et l'eau nécessaires au bon développement des racines et des organismes du sol.","Un suelo mal estructurado carece de los poros necesarios para retener el aire y el agua esenciales para el desarrollo adecuado de las raíces y los organismos del suelo."
"SD_K_A2","When the exchangeable sodium percentage (ESP) exceeds 6.0, the soil is considered sodic, and its structure deteriorates.","Lorsque le pourcentage de sodium échangeable (PSE) est supérieur à 6,0, un sol est considéré comme sodique et la structure du sol se dégrade.","Cuando el porcentaje de sodio intercambiable (PSI) supera el 6,0, el suelo se considera sódico y su estructura se degrada."
"SD_K_A3","The soil structure is quickly evaluated using a dissolution test (e.g., placing soil in a liquid to observe how it dissolves).","La structure du sol est rapidement évaluée à l'aide d'un test de dissolution (placer du sol dans un liquide pour regarder comment it se dissout).","La estructura del suelo se evalúa rápidamente mediante una prueba de disolución (por ejemplo, colocando suelo en un líquido para observar cómo se disuelve)."
"SD_K_A4","Regardless of tire footprint, the weight and engine vibrations of large agricultural machinery compact the soil","Indépendamment de l'empreinte des pneus, le poids et les vibrations du moteur des grandes machines agricoles compactent le sol.","Independientemente de la huella de los neumáticos, el peso y las vibraciones del motor de las grandes máquinas agrícolas compactan el suelo"
"SD_K_A5","I am familiar with all of these concepts.","Je suis familier avec tous ces concepts.","Estoy familiarizado con todos estos conceptos."
"SD_K_header","SECTION DÉCLIN DE LA STRUCTURE DU SOL","SECTION DÉCLIN DE LA STRUCTURE DU SOL","SECCIÓN: DEGRADACIÓN DE LA ESTRUCTURA DEL SUELO"
"SD_K_Q","Select all NEW concepts (Select all that apply)","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)","Seleccione todos los conceptos NUEVOS (Marque todas las opciones que correspondan)"
"SD_opinion","Which statement best describes your opinion? (Please select only one option)","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)","¿Cuál afirmación describe mejor su opinión? (Seleccione solo una opción)"
"SD_opinion_A1","I don't see why I should consider soil structure in my farming activity.","Je ne vois pas pourquoi je dois prendre en compte la structure du sol dans mon activité.","No veo por qué debería tener en cuenta la estructura del suelo en mi actividad."
"SD_opinion_A2","I believe I can prevent soil compaction rather than improve soil structure.","Je pense que je peux prévenir la compaction du sol plutôt que d'améliorer la structure du sol.","Creo que puedo prevenir la compactación del suelo en lugar de mejorar su estructura."
"SD_opinion_A3","I consider maintaining and improving soil structure part of my long-term management approach.","Je considère que maintenir et améliorer la structure du sol fait partie de mes approches de gestion à long terme.","Considero que mantener y mejorar la estructura del suelo forma parte de mi enfoque de gestión a largo plazo."
"SD_opinion_A4","In my view, the decline of soil structure has a major long-term impact on the viability of my farm, and preventing it should be central to every farmer’s management practices.","Selon moi, le déclin de la structure de mon sol a un grand impact à long terme sur la viabilité de mon entreprise et sa prévention devrait être au cœur des pratiques de gestion de tous les agriculteurs.","En mi opinión, el deterioro de la estructura del suelo tiene un gran impacto a largo plazo en la viabilidad de mi explotación, y su prevención debería estar en el centro de las prácticas de gestión de todos los agricultores."
"select_commune","Select your commune or local region","Sélectionnez votre commune ou région","Selecciona tu comuna o región local"
"select_country","Select your country","Sélectionnez votre pays","Seleccione su país"
"select_region1","Select your region/state/province","Sélectionnez votre région/état/province","Seleccione su región/estado/provincia"
"select_region2","Select your district/municipality","Sélectionnez votre district/municipalité","Seleccione su distrito/municipio"
"Soil_focus_text","We invite you to keep one specific soil in mind throughout the questionnaire. Choose a soil that you know well or observe regularly (for example: a field, a garden, a plot of land you pass on your way to work, a real estate parcel...). All your answers related to soils should refer to this specific soil.","Nous vous invitons à penser à un sol en particulier tout au long du questionnaire. Choisissez un sol que vous connaissez bien ou que vous observez régulièrement (par exemple : un champ, un jardin, une parcelle de terre sur votre trajet pour aller au travail, une parcelle immobilière...) Toutes vos réponses concernant les sols devront se rapporter à ce sol précis.","Le invitamos a pensar en un suelo específico durante todo el cuestionario. Elija un suelo que conozca bien o que observe con regularidad (por ejemplo: un campo, un jardín, una parcela de tierra por la que pase habitualmente camino al trabajo, una parcela inmobiliaria...). Todas sus respuestas relacionadas con los suelos deberán referirse a ese suelo en particular."
"Soil_Type_Description_Q","Briefly describe this soil type and why you chose it","Décrivez brièvement ce type de sol et les raisons de votre choix","Describa brevemente este tipo de suelo y las razones de su elección"
"SOL - EROSION","PLEASE NOTE, keep in mind the previously mentioned plot. Refer to it when answering the questions. Thank you.","ATTENTION, gardez en mémoire la parcelle mentionnée précédemment. Référez-vous à celle-ci pour répondre aux questions.Merci","ATENCIÓN, tenga en cuenta la parcela mencionada anteriormente. Refiérase a ella al responder las preguntas. Gracias."
"submit_answers_header","Submit your answers","Soumission des réponses","Envío de respuestas"
"submitAll","Save & View Results","Enregistrer & Voir Résultats","Guardar y Ver Resultados"
"supply_approach_A1","Supply chains are not a priority for my agricultural activity.","Les chaînes d’approvisionnement ne sont pas une priorité pour mon activité agricole.","Las cadenas de suministro no son una prioridad para mi actividad agrícola"
"supply_approach_A2","I acknowledge the importance of supply chains, but I have not yet developed a specific strategy to manage them within my farm.","Je reconnais l’importance des chaînes d’approvisionnement, mais je n’ai pas encore développé de stratégie spécifique pour les gérer dans mon exploitation.","Reconozco la importancia de las cadenas de suministro, pero aún no he desarrollado una estrategia específica para gestionarlas en mi explotación."
"supply_approach_A3","I take measures to reduce risks related to supply chains, particularly to secure the flow of my agricultural products and access to farm inputs.","Je prends des mesures pour réduire les risques liés aux chaînes d’approvisionnement, notamment pour sécuriser l’écoulement de mes produits agricoles et l’accès aux intrants agricoles.","Tomo medidas para reducir los riesgos relacionados con las cadenas de suministro, especialmente para asegurar la salida de mis productos agrícolas y el acceso a los insumos."
"supply_approach_A4","I develop local and autonomous solutions on my farm to reduce dependence on inputs delivered through supply chains. I build local partnerships to strengthen the resilience of my farming system.","Je développe des solutions locales et autonomes pour mon exploitation pour réduire ma dépendance aux intrants acheminés par les chaînes d’approvisionnement. Je développe des partenariats locaux pour renforcer la résilience de mon système agricole.","Desarrollé soluciones locales y autónomas en mi explotación para reducir mi dependencia de los insumos que llegan a través de las cadenas de suministro. Establezco alianzas locales para reforzar la resiliencia de mi sistema agrícola."
"supply_approach_Q","Which statement best describes your practice or approach? (Select only one option)","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)","¿Cuál enunciado describe mejor su práctica o enfoque? (Seleccione solo una opción)"
"Supply_header","SUPPLY CHAINS","CHAÎNES D’APPROVISIONNEMENT","CADENAS DE SUMINISTRO"
"supply_newconcepts_A1","Cyberattacks threaten the IT systems managing supply chains and can lead to leaks of sensitive data and disruptions in the distribution of agricultural inputs and food products.","Les cyberattaques menacent les systèmes informatiques de gestion des chaînes d'approvisionnement et peuvent entraîner des fuites de données sensibles et perturber la distribution d’intrants agricoles et de denrées alimentaires.","Los ciberataques amenazan los sistemas informáticos de gestión de las cadenas de suministro y pueden provocar filtraciones de datos sensibles y perturbar la distribución de insumos agrícolas y productos alimentarios."
"supply_newconcepts_A2","The supply chain disruption caused by the global outage on July 19, 2024 (due to a faulty cybersecurity software update) is estimated to have resulted in global financial losses of between 5 and 10 billion.","La rupture des chaînes d’approvisionnement par la panne mondiale du 19 juillet 2024 (suite à un problème de mise à jour défectueuse d’un logiciel de cybersécurité) semblerait avoir engendré entre 5 à 10 milliards de pertes financières globales.","La interrupción de las cadenas de suministro debido al apagón global del 19 de julio de 2024 (provocado por una actualización defectuosa de un software de ciberseguridad) habría generado entre 5 y 10 mil millones en pérdidas económicas a nivel mundial."
"supply_newconcepts_A3","Natural disasters, such as floods or earthquakes, can destabilize critical logistical infrastructures and lead to shortages of products (agricultural and food) in your area (e.g., Mayotte).","Les catastrophes naturelles, comme les inondations ou les séismes, peuvent déstabiliser les infrastructures logistiques critiques et entraîner des pénuries de produits (agricoles et alimentaires) dans votre territoire (ex : Mayotte).","Los desastres naturales, como las inundaciones o los terremotos, pueden desestabilizar las infraestructuras logísticas críticas y provocar escasez de productos (agrícolas y alimentarios) en su territorio (por ejemplo: Mayotte)."
"supply_newconcepts_A4","Geopolitical tensions, conflicts, and inflation can cause major disruptions in supply chains, affecting the production and distribution of essential goods needed for agricultural production and food supply.","Les tensions géopolitiques, les conflits et l’inflation peuvent provoquer des ruptures importantes dans les chaînes d'approvisionnement, affectant la production et la distribution des biens essentiels nécessaires pour la production agricole et l’alimentation.","Las tensiones geopolíticas, los conflictos y la inflación pueden provocar interrupciones importantes en las cadenas de suministro, afectando la producción y distribución de bienes esenciales para la producción agrícola y la alimentación."
"supply_newconcepts_A5","I am familiar with all of these concepts.","Je suis familier avec tous ces concepts.","Estoy familiarizado con todos estos conceptos."
"supply_newconcepts_Q","Select all NEW concepts (Select all that apply)","Sélectionnez tous les NOUVEAUX concepts (Sélectionnez tout ce qui s’applique)","Seleccione todos los conceptos NUEVOS (Marque todas las opciones que correspondan)"
"supply_opinion_A1","I am not concerned about supply chains and do not consider them a major issue for my agricultural operation.","Les chaînes d’approvisionnement ne me préoccupent pas et je ne les considère pas comme un enjeu majeur pour mon exploitation agricole.","No me preocupan las cadenas de suministro y no las considero un asunto relevante para mi explotación agrícola."
"supply_opinion_A2","I think supply chains are somewhat important.","Je pense que les chaînes d’approvisionnement ont une certaine importance.","Creo que las cadenas de suministro tienen cierta importancia."
"supply_opinion_A3","I am aware of the challenges related to supply chains, especially for accessing inputs and selling my products, and I believe it is important to better understand and monitor them.","Je suis conscient des enjeux liés aux chaînes d’approvisionnement, en particulier pour l’accès aux intrants et la vente de mes produits, et je pense qu’il est important de mieux les comprendre et les surveiller.","Soy consciente de los desafíos relacionados con las cadenas de suministro, especialmente para acceder a los insumos y vender mis productos, y creo que es importante comprenderlas mejor y hacerles seguimiento."
"supply_opinion_A4","I consider supply chains to be a key element for the resilience and sustainability of agriculture, and they should be a priority for all actors in the sector.","Je considère que les chaînes d’approvisionnement sont un élément clé pour la résilience et la durabilité de l’agriculture, et elles devraient être une priorité pour tous les acteurs du secteur.","Considero que las cadenas de suministro son un elemento clave para la resiliencia y la sostenibilidad de la agricultura, y deberían ser una prioridad para todos los actores del sector."
"supply_opinion_Q","Which statement best describes your opinion? (Please select only one option)","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)","¿Cuál afirmación describe mejor su opinión? (Seleccione solo una opción)"
"SW_approach_A1","I do not try to manage water in my soil because I don’t see how I could do so at the scale of my farm.","Je ne tente pas de gérer l'eau de mon sol, car je ne vois pas comment je pourrais gérer cela à l'échelle de mon exploitation.","No intento gestionar el agua en mi suelo porque no veo cómo podría hacerlo a la escala de mi explotación."
"SW_approach_A2","I plan my operations based on long-term precipitation forecasts and my knowledge of rainfall patterns","Je planifie mes opérations en fonction des prévisions de précipitations à long terme ainsi que de ma connaissance des modèles de pluie.","Planifico mis operaciones en función de las previsiones de precipitaciones a largo plazo y mi conocimiento de los patrones de lluvia."
"SW_approach_A3","I have soil moisture sensors and/or weather stations on the farm, and I plan my operations based on soil moisture and local precipitation forecast models.","J'ai des capteurs d'humidité du sol et/ou des stations météorologiques à la ferme et je planifie mes opérations en fonction de l'humidité de mon sol et des modèles de prévision des précipitations locales.","Tengo sensores de humedad del suelo y/o estaciones meteorológicas en la granja, y planifico mis operaciones en función de la humedad del suelo y los modelos de previsión de precipitaciones locales."
"SW_approach_A4","Water is a limited resource, and my management plans aim to maximize water use efficiency and minimize runoff.","L'eau est une ressource limitée, et mes plans de gestion visent à maximiser l'efficacité de l'utilisation de l'eau et à minimiser le ruissellement.","El agua es un recurso limitado, y mis planes de gestión buscan maximizar la eficiencia en el uso del agua y minimizar la escorrentía."
"SW_approach_Q","Which statement best describes your practice or approach? (Select only one option)","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)","¿Cuál enunciado describe mejor su práctica o enfoque? (Seleccione solo una opción)"
"SW_header","SECTION GESTION DE L'EAU","SECTION GESTION DE L'EAU","SECCIÓN: GESTIÓN DEL AGUA"
"SW_K_A1","The water available to plants plays a crucial role in determining potential yield","L'eau disponible pour les plantes joue un rôle crucial dans la détermination du rendement potentiel.","El agua disponible para las plantas desempeña un papel crucial en la determinación del rendimiento potencial."
"SW_K_A2","Soil factors, including texture, structure, and subsoil constraints, influence water storage.","Les facteurs du sol, y compris la texture, la structure et les contraintes du sous-sol, influencent le stockage de l'eau.","Los factores del suelo, incluida la textura, la estructura y las restricciones del subsuelo, influyen en el almacenamiento de agua."
"SW_K_A3","A saturated soil is more vulnerable to soil compaction and water erosion.","Un sol saturé est plus vulnérable à la compaction du sol et à l'érosion hydrique.","Un suelo saturado es más vulnerable a la compactación del suelo y a la erosión hídrica."
"SW_K_A4","Soil microbial communities contribute significantly to water potability and environmental decontamination.","Les communautés microbiennes du sol contribuent de manière significative à la potabilité de l’eau et à la dépollution des milieux.","Las comunidades microbianas del suelo contribuyen significativamente a la potabilidad del agua y a la descontaminación de los entornos."
"SW_K_A5","I am familiar with all of these concepts.","Je suis familier avec tous ces concepts.","Estoy familiarizado con todos estos conceptos."
