"unique_ID","French","English","Spanish"
"S_opinion_Q","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)"
"S_opinion_A1","Je ne considère pas la salinité comme un facteur important dans mon activité professionnelle.","Je ne considère pas la salinité comme un facteur important dans mon activité professionnelle.","Je ne considère pas la salinité comme un facteur important dans mon activité professionnelle."
"S_opinion_A2","Je suis préoccupé par le fait que les acteurs de mon activité professionnelle ne prennent pas en compte la salinisation du sol dans leurs projets, mais je ne connais pas la solution.","Je suis préoccupé par le fait que les acteurs de mon activité professionnelle ne prennent pas en compte la salinisation du sol dans leurs projets, mais je ne connais pas la solution.","Je suis préoccupé par le fait que les acteurs de mon activité professionnelle ne prennent pas en compte la salinisation du sol dans leurs projets, mais je ne connais pas la solution."
"S_opinion_A3","À mesure que l’eau est polluée, je porte plus d'attention à la surveillance des changements dans la salinité du sol.","À mesure que l’eau est polluée, je porte plus d'attention à la surveillance des changements dans la salinité du sol.","À mesure que l’eau est polluée, je porte plus d'attention à la surveillance des changements dans la salinité du sol."
"S_opinion_A4","Je participe à des programmes d’information et de planification pour améliorer et mieux gérer la salinisation dans notre activité professionnelle.","Je participe à des programmes d’information et de planification pour améliorer et mieux gérer la salinisation dans notre activité professionnelle.","Je participe à des programmes d’information et de planification pour améliorer et mieux gérer la salinisation dans notre activité professionnelle."
"HL_K_header","BIODIVERSITÉ DU SOL","BIODIVERSITÉ DU SOL","BIODIVERSITÉ DU SOL"
"HL_K_Q","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)"
"HL_K_A1","Les microorganismes du réseau trophique du sol jouent un rôle important dans les fonctions du sol, notamment l'amélioration de la structure, le stockage de l'eau, la dégradation de la matière organique et la dégradation des polluants.","Les microorganismes du réseau trophique du sol jouent un rôle important dans les fonctions du sol, notamment l'amélioration de la structure, le stockage de l'eau, la dégradation de la matière organique et la dégradation des polluants.","Les microorganismes du réseau trophique du sol jouent un rôle important dans les fonctions du sol, notamment l'amélioration de la structure, le stockage de l'eau, la dégradation de la matière organique et la dégradation des polluants."
"HL_K_A2","Le type de matière organique disponible pour les microorganismes, notamment sa teneur en azote et en carbone, influence le ratio bactéries/champignons (F:B) ainsi que l'ensemble de la cascade trophique du sol.","Le type de matière organique disponible pour les microorganismes, notamment sa teneur en azote et en carbone, influence le ratio bactéries/champignons (F:B) ainsi que l'ensemble de la cascade trophique du sol.","Le type de matière organique disponible pour les microorganismes, notamment sa teneur en azote et en carbone, influence le ratio bactéries/champignons (F:B) ainsi que l'ensemble de la cascade trophique du sol."
"HL_K_A3","Pour que les microorganismes du réseau trophique du sol puissent se développer, il est essentiel que le sol représente en quelque sorte un habitat offrant une variété d'atmosphère allant d’un milieu suffisamment aéré à un environnement légèrement réduit.","Pour que les microorganismes du réseau trophique du sol puissent se développer, il est essentiel que le sol représente en quelque sorte un habitat offrant une variété d'atmosphère allant d’un milieu suffisamment aéré à un environnement légèrement réduit.","Pour que les microorganismes du réseau trophique du sol puissent se développer, il est essentiel que le sol représente en quelque sorte un habitat offrant une variété d'atmosphère allant d’un milieu suffisamment aéré à un environnement légèrement réduit."
"HL_K_A4","Les champignons mycorhiziens symbiotiques jouent un rôle essentiel dans la nutrition de certaines plantes : ils peuvent leur transférer jusqu'à 80% du phosphore et jusqu'à 20% de l'azote absorbés.","Les champignons mycorhiziens symbiotiques jouent un rôle essentiel dans la nutrition de certaines plantes : ils peuvent leur transférer jusqu'à 80% du phosphore et jusqu'à 20% de l'azote absorbés.","Les champignons mycorhiziens symbiotiques jouent un rôle essentiel dans la nutrition de certaines plantes : ils peuvent leur transférer jusqu'à 80% du phosphore et jusqu'à 20% de l'azote absorbés."
"HL_K_A5","Je suis familier avec tous ces concepts.","Je suis familier avec tous ces concepts.","Je suis familier avec tous ces concepts."
"HL_approach_Q","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)"
"HL_approach_A1","Je n'associe les organismes du sol qu'à la problématique des maladies et je ne vois aucun lien entre mon activité et la microbiologie des sols.","Je n'associe les organismes du sol qu'à la problématique des maladies et je ne vois aucun lien entre mon activité et la microbiologie des sols.","Je n'associe les organismes du sol qu'à la problématique des maladies et je ne vois aucun lien entre mon activité et la microbiologie des sols."
"HL_approach_A2","Je voudrais mettre en place des dispositifs de gestion qui augmentent la biodiversité souterraine, mais j'ai besoin de plus d'informations.","Je voudrais mettre en place des dispositifs de gestion qui augmentent la biodiversité souterraine, mais j'ai besoin de plus d'informations.","Je voudrais mettre en place des dispositifs de gestion qui augmentent la biodiversité souterraine, mais j'ai besoin de plus d'informations."
"HL_approach_A3","Je soutiens les pratiques de gestion qui favorisent l’enrichissement des sols en matière organique, car cela contribue à améliorer leur santé en préservant la biodiversité des organismes du sol.","Je soutiens les pratiques de gestion qui favorisent l’enrichissement des sols en matière organique, car cela contribue à améliorer leur santé en préservant la biodiversité des organismes du sol.","Je soutiens les pratiques de gestion qui favorisent l’enrichissement des sols en matière organique, car cela contribue à améliorer leur santé en préservant la biodiversité des organismes du sol."
"HL_approach_A4","Je travaille en collaboration avec les acteurs locaux, tels que les agriculteurs, les chercheurs et les experts concernés, afin de développer et d'appliquer des stratégies innovantes de protection de la vie biologique des sols dans mon secteur.","Je travaille en collaboration avec les acteurs locaux, tels que les agriculteurs, les chercheurs et les experts concernés, afin de développer et d'appliquer des stratégies innovantes de protection de la vie biologique des sols dans mon secteur.","Je travaille en collaboration avec les acteurs locaux, tels que les agriculteurs, les chercheurs et les experts concernés, afin de développer et d'appliquer des stratégies innovantes de protection de la vie biologique des sols dans mon secteur."
"HL_opinion_Q","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)"
"HL_opinion_A1","Il n'est pas nécessaire de surveiller ou d'améliorer la biodiversité du sol dans mon activité professionnelle, car ce n’est pas une priorité dans la gestion actuelle.","Il n'est pas nécessaire de surveiller ou d'améliorer la biodiversité du sol dans mon activité professionnelle, car ce n’est pas une priorité dans la gestion actuelle.","Il n'est pas nécessaire de surveiller ou d'améliorer la biodiversité du sol dans mon activité professionnelle, car ce n’est pas une priorité dans la gestion actuelle."
"HL_opinion_A2","""Je suis conscient que certaines pratiques d’aménagement ou d’utilisation des sols peuvent être nuisibles aux organismes du sol, mais ma priorité reste d’assurer la gestion et le bon développement des projets immobiliers.""","""Je suis conscient que certaines pratiques d’aménagement ou d’utilisation des sols peuvent être nuisibles aux organismes du sol, mais ma priorité reste d’assurer la gestion et le bon développement des projets immobiliers.""","""Je suis conscient que certaines pratiques d’aménagement ou d’utilisation des sols peuvent être nuisibles aux organismes du sol, mais ma priorité reste d’assurer la gestion et le bon développement des projets immobiliers."""
"HL_opinion_A3","Je pense qu’en prenant en compte la biologie du sol dans nos politiques de gestion et d’aménagement, nous pourrions limiter la dégradation des sols.","Je pense qu’en prenant en compte la biologie du sol dans nos politiques de gestion et d’aménagement, nous pourrions limiter la dégradation des sols.","Je pense qu’en prenant en compte la biologie du sol dans nos politiques de gestion et d’aménagement, nous pourrions limiter la dégradation des sols."
"HL_opinion_A4","Il est essentiel de renforcer notre compréhension et d’adopter une approche systémique dans notre secteur pour préserver la biodiversité souterraine.","Il est essentiel de renforcer notre compréhension et d’adopter une approche systémique dans notre secteur pour préserver la biodiversité souterraine.","Il est essentiel de renforcer notre compréhension et d’adopter une approche systémique dans notre secteur pour préserver la biodiversité souterraine."
"HL_val1_Q","Avez-vous déjà vu des microorganismes du sol (bactéries, mycelium, protozoaires, nématodes, collemboles)? (Attention : les gros organismes tels que les vers de terre ou les insectes ne sont pas inclus)","Avez-vous déjà vu des microorganismes du sol (bactéries, mycelium, protozoaires, nématodes, collemboles)? (Attention : les gros organismes tels que les vers de terre ou les insectes ne sont pas inclus)","Avez-vous déjà vu des microorganismes du sol (bactéries, mycelium, protozoaires, nématodes, collemboles)? (Attention : les gros organismes tels que les vers de terre ou les insectes ne sont pas inclus)"
"HL_val1_A1","OUI","OUI","OUI"
"HL_val1_A2","NON","NON","NON"
"NM_header","FERTILISATION","FERTILISATION","FERTILISATION"
"NM_K_Q","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)"
"NM_K_A1","L'azote, le phosphore et le potassium (N, P, K) ne sont pas les seuls macronutriments nécessaires aux plantes ; elles ont également besoin d'oligoéléments pour assurer leur développement optimal.","L'azote, le phosphore et le potassium (N, P, K) ne sont pas les seuls macronutriments nécessaires aux plantes ; elles ont également besoin d'oligoéléments pour assurer leur développement optimal.","L'azote, le phosphore et le potassium (N, P, K) ne sont pas les seuls macronutriments nécessaires aux plantes ; elles ont également besoin d'oligoéléments pour assurer leur développement optimal."
"NM_K_A2","Les facteurs qui limitent la croissance des racines, tels que le tassement du sol ou les maladies, réduisent l'absorption des nutriments.","Les facteurs qui limitent la croissance des racines, tels que le tassement du sol ou les maladies, réduisent l'absorption des nutriments.","Les facteurs qui limitent la croissance des racines, tels que le tassement du sol ou les maladies, réduisent l'absorption des nutriments."
"NM_K_A3","La plage de concentrations en nutriments considérée comme optimale pour les plantes varie en fonction des propriétés spécifiques de chaque type de sol.","La plage de concentrations en nutriments considérée comme optimale pour les plantes varie en fonction des propriétés spécifiques de chaque type de sol.","La plage de concentrations en nutriments considérée comme optimale pour les plantes varie en fonction des propriétés spécifiques de chaque type de sol."
"NM_K_A4","Les nutriments appliqués au sol ne sont rarement absorbés directement par les plantes, mais doivent être cyclés ou transportés par les organismes du sol","Les nutriments appliqués au sol ne sont rarement absorbés directement par les plantes, mais doivent être cyclés ou transportés par les organismes du sol","Les nutriments appliqués au sol ne sont rarement absorbés directement par les plantes, mais doivent être cyclés ou transportés par les organismes du sol"
"NM_K_A5","Je suis familier avec tous ces concepts.","Je suis familier avec tous ces concepts.","Je suis familier avec tous ces concepts."
"NM_approach_Q","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)"
"NM_approach_A1","La fertilité d’un sol n’est pas intégrée comme une priorité dans nos projets immobilier, et je ne vois pas pourquoi cela le serait dans mon activité professionnelle.","La fertilité d’un sol n’est pas intégrée comme une priorité dans nos projets immobilier, et je ne vois pas pourquoi cela le serait dans mon activité professionnelle.","La fertilité d’un sol n’est pas intégrée comme une priorité dans nos projets immobilier, et je ne vois pas pourquoi cela le serait dans mon activité professionnelle."
"NM_approach_A2","Je sollicite des experts pour orienter les décisions liées au rôle d’un sol en bonne santé dans la fertilité, mais je n'ai pas encore établi de stratégie spécifique car c’est un concept encore flou pour moi et peu pertinent pour mon secteur.","Je sollicite des experts pour orienter les décisions liées au rôle d’un sol en bonne santé dans la fertilité, mais je n'ai pas encore établi de stratégie spécifique car c’est un concept encore flou pour moi et peu pertinent pour mon secteur.","Je sollicite des experts pour orienter les décisions liées au rôle d’un sol en bonne santé dans la fertilité, mais je n'ai pas encore établi de stratégie spécifique car c’est un concept encore flou pour moi et peu pertinent pour mon secteur."
"NM_approach_A3","Dans nos projets immobiliers ou fonciers, nous tenons compte de la capacité de fertilisation d’un sol avant de l’aménager.","Dans nos projets immobiliers ou fonciers, nous tenons compte de la capacité de fertilisation d’un sol avant de l’aménager.","Dans nos projets immobiliers ou fonciers, nous tenons compte de la capacité de fertilisation d’un sol avant de l’aménager."
"NM_approach_A4","Nous avons mis en place des mesures innovantes, comme l’utilisation de technologies avancées et des programmes de sensibilisation, pour surveiller et optimiser le potentiel des sols à être fertile de manière à diminuer notre impact sur l'environnement et l’agriculture lors de projets immobiliers.","Nous avons mis en place des mesures innovantes, comme l’utilisation de technologies avancées et des programmes de sensibilisation, pour surveiller et optimiser le potentiel des sols à être fertile de manière à diminuer notre impact sur l'environnement et l’agriculture lors de projets immobiliers.","Nous avons mis en place des mesures innovantes, comme l’utilisation de technologies avancées et des programmes de sensibilisation, pour surveiller et optimiser le potentiel des sols à être fertile de manière à diminuer notre impact sur l'environnement et l’agriculture lors de projets immobiliers."
"NM_opinion_Q","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)"
"NM_opinion_A1","Je pense qu'il n’y a aucun lien entre mon activité professionnelle et la fertilité des sols.","Je pense qu'il n’y a aucun lien entre mon activité professionnelle et la fertilité des sols.","Je pense qu'il n’y a aucun lien entre mon activité professionnelle et la fertilité des sols."
"NM_opinion_A2","La fertilité des sols peut être un sujet d’intérêt ponctuel, notamment si elle a un impact direct sur la viabilité ou l’usage futur d’un terrain.","La fertilité des sols peut être un sujet d’intérêt ponctuel, notamment si elle a un impact direct sur la viabilité ou l’usage futur d’un terrain.","La fertilité des sols peut être un sujet d’intérêt ponctuel, notamment si elle a un impact direct sur la viabilité ou l’usage futur d’un terrain."
"NM_opinion_A3","Je reconnais que la fertilité des sols repose sur un équilibre entre nutriments, activité biologique et gestion de l’eau, et que mon activité professionnelle peut impacter la qualité du sol.","Je reconnais que la fertilité des sols repose sur un équilibre entre nutriments, activité biologique et gestion de l’eau, et que mon activité professionnelle peut impacter la qualité du sol.","Je reconnais que la fertilité des sols repose sur un équilibre entre nutriments, activité biologique et gestion de l’eau, et que mon activité professionnelle peut impacter la qualité du sol."
"NM_opinion_A4","Je considère que préserver ou restaurer la fertilité des sols est un levier stratégique pour valoriser durablement les terrains, en particulier dans une logique de développement responsable et résilient de mon secteur professionnel.","Je considère que préserver ou restaurer la fertilité des sols est un levier stratégique pour valoriser durablement les terrains, en particulier dans une logique de développement responsable et résilient de mon secteur professionnel.","Je considère que préserver ou restaurer la fertilité des sols est un levier stratégique pour valoriser durablement les terrains, en particulier dans une logique de développement responsable et résilient de mon secteur professionnel."
"SW_header","GESTION DE L'EAU","GESTION DE L'EAU","GESTION DE L'EAU"
"SW_K_Q","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)"
"SW_K_A1","L'eau disponible pour les plantes joue un rôle crucial dans la détermination du rendement potentiel.","L'eau disponible pour les plantes joue un rôle crucial dans la détermination du rendement potentiel.","L'eau disponible pour les plantes joue un rôle crucial dans la détermination du rendement potentiel."
"SW_K_A2","Les facteurs du sol, y compris la texture, la structure et les contraintes du sous-sol, influencent le stockage de l'eau.","Les facteurs du sol, y compris la texture, la structure et les contraintes du sous-sol, influencent le stockage de l'eau.","Les facteurs du sol, y compris la texture, la structure et les contraintes du sous-sol, influencent le stockage de l'eau."
"SW_K_A3","Un sol saturé est plus vulnérable à la compaction du sol et à l'érosion hydrique.","Un sol saturé est plus vulnérable à la compaction du sol et à l'érosion hydrique.","Un sol saturé est plus vulnérable à la compaction du sol et à l'érosion hydrique."
"SW_K_A4","Les communautés microbiennes du sol contribuent de manière significative à la potabilité de l’eau et à la dépollution des milieux.","Les communautés microbiennes du sol contribuent de manière significative à la potabilité de l’eau et à la dépollution des milieux.","Les communautés microbiennes du sol contribuent de manière significative à la potabilité de l’eau et à la dépollution des milieux."
"SW_K_A5","Je suis familier avec tous ces concepts.","Je suis familier avec tous ces concepts.","Je suis familier avec tous ces concepts."
"SW_approach_Q","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)"
"SW_approach_A1","La gestion de l’eau, y compris l’eau présente dans les sols, n’a pas encore été intégrée dans mes réflexions professionnelles.","La gestion de l’eau, y compris l’eau présente dans les sols, n’a pas encore été intégrée dans mes réflexions professionnelles.","La gestion de l’eau, y compris l’eau présente dans les sols, n’a pas encore été intégrée dans mes réflexions professionnelles."
"SW_approach_A2","J’intègre de manière ponctuelle les enjeux liés à l’eau, notamment en tenant compte des risques d’inondation, de sécheresse ou de disponibilité de la ressource, selon les contraintes du terrain.","J’intègre de manière ponctuelle les enjeux liés à l’eau, notamment en tenant compte des risques d’inondation, de sécheresse ou de disponibilité de la ressource, selon les contraintes du terrain.","J’intègre de manière ponctuelle les enjeux liés à l’eau, notamment en tenant compte des risques d’inondation, de sécheresse ou de disponibilité de la ressource, selon les contraintes du terrain."
"SW_approach_A3","Nous utilisons des outils ou données spécifiques (ex. : cartographie des sols, analyses de perméabilité, données climatiques locales) pour adapter nos projets aux réalités hydriques du territoire.","Nous utilisons des outils ou données spécifiques (ex. : cartographie des sols, analyses de perméabilité, données climatiques locales) pour adapter nos projets aux réalités hydriques du territoire.","Nous utilisons des outils ou données spécifiques (ex. : cartographie des sols, analyses de perméabilité, données climatiques locales) pour adapter nos projets aux réalités hydriques du territoire."
"SW_approach_A4","La gestion durable de l’eau est une composante stratégique de nos projets : nous cherchons à optimiser l’infiltration, limiter le ruissellement, préserver les capacités de rétention des sols et sécuriser l’usage de la ressource à long terme en faisant des recherches sur de nouveaux matériaux qui infiltrent mieux l'eau dans les sols.","La gestion durable de l’eau est une composante stratégique de nos projets : nous cherchons à optimiser l’infiltration, limiter le ruissellement, préserver les capacités de rétention des sols et sécuriser l’usage de la ressource à long terme en faisant des recherches sur de nouveaux matériaux qui infiltrent mieux l'eau dans les sols.","La gestion durable de l’eau est une composante stratégique de nos projets : nous cherchons à optimiser l’infiltration, limiter le ruissellement, préserver les capacités de rétention des sols et sécuriser l’usage de la ressource à long terme en faisant des recherches sur de nouveaux matériaux qui infiltrent mieux l'eau dans les sols."
"SW_opinion_Q","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)"
"SW_opinion_A1","Je ne considère pas la gestion de l’eau présente dans les sols comme un enjeu prioritaire dans mes activités immobilières ou d’aménagement foncier.","Je ne considère pas la gestion de l’eau présente dans les sols comme un enjeu prioritaire dans mes activités immobilières ou d’aménagement foncier.","Je ne considère pas la gestion de l’eau présente dans les sols comme un enjeu prioritaire dans mes activités immobilières ou d’aménagement foncier."
"SW_opinion_A2","Je reconnais l’intérêt d’une meilleure gestion de l’eau dans les sols, mais sa mise en œuvre me semble complexe ou trop coûteuse dans le cadre de mes projets.","Je reconnais l’intérêt d’une meilleure gestion de l’eau dans les sols, mais sa mise en œuvre me semble complexe ou trop coûteuse dans le cadre de mes projets.","Je reconnais l’intérêt d’une meilleure gestion de l’eau dans les sols, mais sa mise en œuvre me semble complexe ou trop coûteuse dans le cadre de mes projets."
"SW_opinion_A3","Je suis convaincu qu’améliorer la capacité des sols à stocker et réguler l’eau peut contribuer à la durabilité et à la résilience des terrains, et je cherche à intégrer ces pratiques lorsque c’est possible.","Je suis convaincu qu’améliorer la capacité des sols à stocker et réguler l’eau peut contribuer à la durabilité et à la résilience des terrains, et je cherche à intégrer ces pratiques lorsque c’est possible.","Je suis convaincu qu’améliorer la capacité des sols à stocker et réguler l’eau peut contribuer à la durabilité et à la résilience des terrains, et je cherche à intégrer ces pratiques lorsque c’est possible."
"SW_opinion_A4","Je considère la gestion de l’eau dans les sols comme un levier stratégique à long terme, et je m’intéresse aux outils techniques (modélisation, capteurs, diagnostics) pour mieux suivre et anticiper les évolutions hydriques sur les sites que je développe.","Je considère la gestion de l’eau dans les sols comme un levier stratégique à long terme, et je m’intéresse aux outils techniques (modélisation, capteurs, diagnostics) pour mieux suivre et anticiper les évolutions hydriques sur les sites que je développe.","Je considère la gestion de l’eau dans les sols comme un levier stratégique à long terme, et je m’intéresse aux outils techniques (modélisation, capteurs, diagnostics) pour mieux suivre et anticiper les évolutions hydriques sur les sites que je développe."
"DC_header","CARBONE","CARBONE","CARBONE"
"DC_K_Q","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)","Sélectionnez tous les concepts qui sont NOUVEAUX pour vous (Sélectionnez tout ce qui s’applique)"
"DC_K_A1","Le drainage et les pratiques agricoles ont un impact sur la quantité de carbone dans le sol.","Le drainage et les pratiques agricoles ont un impact sur la quantité de carbone dans le sol.","Le drainage et les pratiques agricoles ont un impact sur la quantité de carbone dans le sol."
"DC_K_A2","Un sol sec stocke le carbone de manière moins efficace, voire pas du tout, car les micro-organismes y sont enkystés et leur activité est fortement réduite. À l’inverse, dans un sol humide, l’activité biologique est plus intense, ce qui favorise le stockage du carbone","Un sol sec stocke le carbone de manière moins efficace, voire pas du tout, car les micro-organismes y sont enkystés et leur activité est fortement réduite. À l’inverse, dans un sol humide, l’activité biologique est plus intense, ce qui favorise le stockage du carbone","Un sol sec stocke le carbone de manière moins efficace, voire pas du tout, car les micro-organismes y sont enkystés et leur activité est fortement réduite. À l’inverse, dans un sol humide, l’activité biologique est plus intense, ce qui favorise le stockage du carbone"
"DC_K_A3","Un faible niveau de champignons dans le sol limite et réduit la capacité du sol à stocker durablement le carbone.","Un faible niveau de champignons dans le sol limite et réduit la capacité du sol à stocker durablement le carbone.","Un faible niveau de champignons dans le sol limite et réduit la capacité du sol à stocker durablement le carbone."
"DC_K_A4","En général, les sols tassés et labourés libèrent les nutriments naturellement stockés dans le sol, notamment sous forme gazeuse comme le protoxyde d'azote (N₂O) et le dioxyde de carbone (CO₂).","En général, les sols tassés et labourés libèrent les nutriments naturellement stockés dans le sol, notamment sous forme gazeuse comme le protoxyde d'azote (N₂O) et le dioxyde de carbone (CO₂).","En général, les sols tassés et labourés libèrent les nutriments naturellement stockés dans le sol, notamment sous forme gazeuse comme le protoxyde d'azote (N₂O) et le dioxyde de carbone (CO₂)."
"DC_K_A5","Je suis familier avec tous ces concepts.","Je suis familier avec tous ces concepts.","Je suis familier avec tous ces concepts."
"DC_approach_Q","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre pratique / démarche ? (Choisissez une seule option)"
"DC_approach_A1","La gestion du carbone du sol n'est pas une priorité dans mes activités immobilières ou d’aménagement foncier.","La gestion du carbone du sol n'est pas une priorité dans mes activités immobilières ou d’aménagement foncier.","La gestion du carbone du sol n'est pas une priorité dans mes activités immobilières ou d’aménagement foncier."
"DC_approach_A2","Les pratiques de gestion actuelles ne sont pas spécifiquement conçues pour améliorer le carbone du sol, mais nous espérons qu'elles pourraient offrir des bénéfices indirects en matière de séquestration du carbone.","Les pratiques de gestion actuelles ne sont pas spécifiquement conçues pour améliorer le carbone du sol, mais nous espérons qu'elles pourraient offrir des bénéfices indirects en matière de séquestration du carbone.","Les pratiques de gestion actuelles ne sont pas spécifiquement conçues pour améliorer le carbone du sol, mais nous espérons qu'elles pourraient offrir des bénéfices indirects en matière de séquestration du carbone."
"DC_approach_A3","Les pratiques visant à enrichir le carbone du sol sont théoriquement intégrées aux plans de gestion et de développement de nos projets immobiliers, mais demeurent encore trop imprécises sur le plan opérationnel.","Les pratiques visant à enrichir le carbone du sol sont théoriquement intégrées aux plans de gestion et de développement de nos projets immobiliers, mais demeurent encore trop imprécises sur le plan opérationnel.","Les pratiques visant à enrichir le carbone du sol sont théoriquement intégrées aux plans de gestion et de développement de nos projets immobiliers, mais demeurent encore trop imprécises sur le plan opérationnel."
"DC_approach_A4","Mesurer et améliorer le carbone du sol sont des priorités élevées dans mes activités immobilières et d’aménagement foncier.","Mesurer et améliorer le carbone du sol sont des priorités élevées dans mes activités immobilières et d’aménagement foncier.","Mesurer et améliorer le carbone du sol sont des priorités élevées dans mes activités immobilières et d’aménagement foncier."
"DC_opinion_Q","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)","Quelle affirmation décrit le mieux votre opinion ? (Choisissez une seule option)"
"DC_opinion_A1","Je ne perçois pas l’intérêt ni la valeur d’agir sur le taux de carbone organique dans les sols liés à mes projets immobiliers ou fonciers.","Je ne perçois pas l’intérêt ni la valeur d’agir sur le taux de carbone organique dans les sols liés à mes projets immobiliers ou fonciers.","Je ne perçois pas l’intérêt ni la valeur d’agir sur le taux de carbone organique dans les sols liés à mes projets immobiliers ou fonciers."
"DC_opinion_A2","J’ai conscience que le stockage de carbone dans les sols peut être bénéfique, mais sa mise en œuvre me semble complexe ou trop coûteuse à intégrer dans mes projets.","J’ai conscience que le stockage de carbone dans les sols peut être bénéfique, mais sa mise en œuvre me semble complexe ou trop coûteuse à intégrer dans mes projets.","J’ai conscience que le stockage de carbone dans les sols peut être bénéfique, mais sa mise en œuvre me semble complexe ou trop coûteuse à intégrer dans mes projets."
"DC_opinion_A3","Je suis prêt à soutenir des démarches visant à augmenter le carbone des sols sur les terrains que je développe, dans une logique de contribution à la résilience environnementale locale.","Je suis prêt à soutenir des démarches visant à augmenter le carbone des sols sur les terrains que je développe, dans une logique de contribution à la résilience environnementale locale.","Je suis prêt à soutenir des démarches visant à augmenter le carbone des sols sur les terrains que je développe, dans une logique de contribution à la résilience environnementale locale."
"DC_opinion_A4","Je considère que la stabilité à long terme et la valeur écologique des sols dépendent largement de leur capacité à stocker du carbone, et cela mérite une attention prioritaire dans toute démarche d’aménagement durable.","Je considère que la stabilité à long terme et la valeur écologique des sols dépendent largement de leur capacité à stocker du carbone, et cela mérite une attention prioritaire dans toute démarche d’aménagement durable.","Je considère que la stabilité à long terme et la valeur écologique des sols dépendent largement de leur capacité à stocker du carbone, et cela mérite une attention prioritaire dans toute démarche d’aménagement durable."
"Threats_header","ÉVALUATION DES RISQUES AFFECTANT LES SOLS","ÉVALUATION DES RISQUES AFFECTANT LES SOLS","ÉVALUATION DES RISQUES AFFECTANT LES SOLS"
"val_Q_","Évaluez au mieux l'importance des fonctions du sol et les risques affectant les sols: (Commentaires facultatifs.)","Évaluez au mieux l'importance des fonctions du sol et les risques affectant les sols: (Commentaires facultatifs.)","Évaluez au mieux l'importance des fonctions du sol et les risques affectant les sols: (Commentaires facultatifs.)"
"Threat_Val_E_Q","Érosion du sol","Érosion du sol","Érosion du sol"
"Threat_Val_E_A1","Très faible","Très faible","Très faible"
"Threat_Val_E_A2","Faible","Faible","Faible"
"Threat_Val_E_A3","Modéré","Modéré","Modéré"
"Threat_Val_E_A4","Élevé","Élevé","Élevé"
"Threat_Val_E_A5","Très élevé","Très élevé","Très élevé"
"Threat_Val_E_A6","Je ne sais pas","Je ne sais pas","Je ne sais pas"
"Threat_Val_E_comment","Commentaire","Commentaire","Commentaire"
"Threat_Val_A_Q","Acidification du sol","Acidification du sol","Acidification du sol"
"Threat_Val_A_A1","Très faible","Très faible","Très faible"
"Threat_Val_A_A2","Faible","Faible","Faible"
